one_previous_utterance,previous_operator_utterance,current_utterance
カスタマー: はい。,オペレーター: はー、はい。,カスタマー: ええー…、とたっとえばですね、なんか…、植物園とか庭園みたいなものってご興味、ございますかー？
カスタマー: はい。,オペレーター: はい。どうでしょうか、やはりあのーお子様もいらっしゃるので、ビーチでちょっとのんびりしてみるのがいいか。,カスタマー: あるいは自然のものを何か見てみるか、どちらかご希望等はございますか？
オペレーター: B級グルメの欄がなくてですね。,オペレーター: あーなるほど。,カスタマー: ちょっとキーワードで調べてみます。
カスタマー: あとなんかあ、はい。,オペレーター: はい、例えばなんですけれども、あの先ほど…申し上げました、あのせんべい汁？,カスタマー: あぁ。
オペレーター: はい、えーとですね、こちらでですね、あのー、確認しましたところ。,オペレーター: はい。,カスタマー: はい。
カスタマー: ええ。,オペレーター: うんうんうん。,カスタマー: あの、感じはしますので、もしよろしければー。
オペレーター: はい,オペレーター: 一点はー、そのー,カスタマー: はい
カスタマー: はい。,オペレーター: はい。,カスタマー: はい。
オペレーター: あ、なんかそうですねこの、金目鯛特になんかすごく脂が乗っていて、お刺身とかあと漁師煮、浜焼き、唐揚げなんかすごい色々も、なんかメニューがあるみたいなんで、楽しんでいただけると思います。,オペレーター: はい。,カスタマー: うんうん。
オペレーター: ええ。,オペレーター: あのー、普通のー、なんかオムライスって、あっ、とっ、なんか、あっ、えーとなんかー、トルコライスってー、一つ一つが、そんなに高級食材とかじゃないですよね。,カスタマー: ええ。
オペレーター: あのー、それ以外では神社とかはお好きですか？,オペレーター: あ、そうですね、神社好きですねー。,カスタマー: ここはあの、白浜神社というところなんですけれども。
オペレーター: かしこまりました。ただ今お調べいたします。少々お待ちください。,オペレーター: はい。,カスタマー: はい。
オペレーター: はい、ありがとうございます。,オペレーター: で、こちらが、あのー、知床観光船オーロラ、っていう名前なんですけども。,カスタマー: こちらが、ウトロ港を出港して知床岬で折り返す、全部で3時間45分の、あのー秘境知床岬航路っていうのが、先程のルートになります。
カスタマー: はい,オペレーター: ありがとうございますー。,カスタマー: とんでもないです。
オペレーター: そうですね。はいあと何かお客様、あの買いたいものとかお土産とかそういったものでご興味ございますか？,オペレーター: そうですね、伊豆のお土産って何が有名なんですかね？ふふ。,カスタマー: はい。あっはい。
オペレーター: あのー、私どもの確認できる情報としては、ちょっとあのこん、混浴かどうかが,オペレーター: はい,カスタマー: はい書かれてなくてー
