operator_utterance,customer_utterance
オペレーター: で、こちらあのメリットはですねー、あの外観からのご見学になりますと、あのいつでもご覧に頂けますので、まああの、さすがに、えっ。,オペレーター: あの、集落なのであのー、夜とかに行くとちょっとご迷惑になるかもしれませんけれども、えっ、あのー。はい。おく、ただお客様のあの…ー、自由な、お時間のご都合でですね、行くことが出来ますので、はい、その点のみあのー、ご理解、頂ければと思います。
オペレーター: あのー、トイレもございますし。,オペレーター: 入園は無料で、あの。
オペレーター: これ、いいですよね？,オペレーター: これ、あとチェックしておきますかね。
オペレーター: んー、地平線、ごめんなさい。出てこないですね。,カスタマー: はい。い、いいですよ。
オペレーター: <>,オペレーター: そうです、一応まあこっこ…、そのー…、お、池の方が首里城を、まあ眺めるという、感じになると思います。まあちょ、首里城が…。
オペレーター: あのー、はい。円山公園という公園がございまして。,オペレーター: そこにある動物園でございます。はい。
オペレーター: はい。はい。,オペレーター: えーえーえー<>
オペレーター: あのー持ち帰りは不可なんですけれども、あのーまあやっぱり中学生以上の方とか、小学生の方とかちっちゃい方でもこう、楽しめるいちご狩り的なところですかね。,オペレーター: ちょうど春なのでちょうどいいんじゃないかなと思うんですけれども。
オペレーター: あのー、広島県産の米粉を使ったトーストとー、あとコーヒーが大変有名でございます。,オペレーター: あのー、米粉とか、はい、あのー、大丈夫ですか？お食べになりますか？
オペレーター: お、お餅ではなくて、もち豚という、もち。ふ、あの豚の種類ですね。,カスタマー: 豚の種類なんだ。
オペレーター: はい。あのー。,オペレーター: これ、青森屋ってなって、星野リゾートの、ま、系列だと思われるんですけれども。
オペレーター: 今、一応、日光でー、お調べしっ、たら、でも結構…。ジャンル…、関わらずー、調べたら結構出てきたのでー。,カスタマー: ああ、ああ、ああ。出て来そうですねー。
